word,gloss1,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
steaming,steaming,steam,steam,part,NA,FALSE,NA,NA,NA
steel,steel,steel,steel,n,NA,FALSE,NA,NA,NA
steelers,steelers,steelers,steelers,n,prop,FALSE,NA,NA,NA
stegosaurus,stegosaurus,stegosaurus,stegosaurus,n,NA,FALSE,NA,NA,NA
stegosauruses,stegosauruses,stegosauruses,stegosauruses,n,NA,FALSE,NA,NA,NA
stella,stella,stella,stella,n,prop,FALSE,NA,NA,NA
stellas,stellas,stellas,stellas,n,prop,FALSE,NA,NA,NA
stella's,stella's,Stella,NA,NA,NA,FALSE,NA,NA,NA
stem,stem,stem,stem,n,NA,FALSE,NA,NA,NA
stems,stems,stem,stem,n,NA,FALSE,NA,NA,NA
step,step,step,step,v,NA,FALSE,NA,NA,NA
step,step,step,step,n,NA,FALSE,NA,NA,NA
step,step,step,step,part,NA,FALSE,NA,NA,NA
stephanie,stephanie,stephanie,stephanie,n,prop,FALSE,NA,NA,NA
stepped,stepped,step,step,v,NA,FALSE,NA,NA,NA
stepped,stepped,step,step,n,NA,FALSE,NA,NA,NA
stepped,stepped,step,step,part,NA,FALSE,NA,NA,NA
stepped,stepped,stepped,NA,NA,NA,FALSE,NA,NA,NA
stepping,stepping,step,step,v,NA,FALSE,NA,NA,NA
stepping,stepping,step,step,n,NA,FALSE,NA,NA,NA
stepping,stepping,step,step,part,NA,FALSE,NA,NA,NA
stepping,stepping,stepping,NA,NA,NA,FALSE,NA,NA,NA
steps,steps,step,step,v,NA,FALSE,NA,NA,NA
steps,steps,step,step,n,NA,FALSE,NA,NA,NA
steps,steps,step,step,part,NA,FALSE,NA,NA,NA
stepsisters,stepsisters,stepsister,step+sister,n,prop,FALSE,NA,NA,NA
stereo,stereo,stereo,stereo,n,NA,FALSE,NA,NA,NA
stethoscope,stethoscope,stethoscope,stethoscope,n,NA,FALSE,NA,NA,NA
steve,steve,steve,steve,n,prop,FALSE,NA,NA,NA
steven,steven,steven,steven,n,prop,FALSE,NA,NA,NA
steve's,steve's,Steve,NA,NA,NA,FALSE,NA,NA,NA
stew,stew,stew,stew,n,NA,FALSE,NA,NA,NA
stewie,stewie,stewie,stewie,n,prop,FALSE,NA,NA,NA
stick,stick,stick,stick,n,NA,TRUE,24,outside,nouns
stick,stick,stick,stick,part,NA,TRUE,24,outside,nouns
stick,stick,stick,stick,v,NA,TRUE,24,outside,nouns
sticker,sticker,sticker,sticker,v,NA,FALSE,NA,NA,NA
stickers,stickers,sticker,sticker,v,NA,FALSE,NA,NA,NA
sticking,sticking,stick,stick,n,NA,TRUE,24,outside,nouns
sticking,sticking,stick,stick,part,NA,TRUE,24,outside,nouns
sticking,sticking,stick,stick,v,NA,TRUE,24,outside,nouns
sticking,sticking,sticking,NA,NA,NA,FALSE,NA,NA,NA
sticks,stick,stick,stick,n,NA,TRUE,24,outside,nouns
sticks,stick,stick,stick,part,NA,TRUE,24,outside,nouns
sticks,stick,stick,stick,v,NA,TRUE,24,outside,nouns
sticky,sticky,sticky,sticky,n,NA,TRUE,26,descriptive_words,adjectives
still,still,still,still,adj,NA,FALSE,NA,NA,NA
still,still,still,still,adv,NA,FALSE,NA,NA,NA
still,still,still,still,v,NA,FALSE,NA,NA,NA
still,still,still,still,n,NA,FALSE,NA,NA,NA
stilly,stilly,stilly,stilly,wp,NA,FALSE,NA,NA,NA
sting,sting,sting,sting,n,NA,FALSE,NA,NA,NA
sting,sting,sting,sting,part,NA,FALSE,NA,NA,NA
sting,sting,sting,sting,v,NA,FALSE,NA,NA,NA
stinging,stinging,stinging,NA,NA,NA,FALSE,NA,NA,NA
stingray,stingray,stingray,stingray,n,NA,FALSE,NA,NA,NA
stingrays,stingrays,stingray,stingray,n,NA,FALSE,NA,NA,NA
stingrays,stingrays,stingrays,NA,NA,NA,FALSE,NA,NA,NA
stings,stings,sting,sting,n,NA,FALSE,NA,NA,NA
stings,stings,sting,sting,part,NA,FALSE,NA,NA,NA
stings,stings,sting,sting,v,NA,FALSE,NA,NA,NA
stink,stink,stink,stink,n,NA,FALSE,NA,NA,NA
stink,stink,stink,stink,adj,NA,FALSE,NA,NA,NA
stinky,stinky,stinky,NA,NA,NA,FALSE,NA,NA,NA
stir,stir,stir,stir,v,NA,FALSE,NA,NA,NA
stir,stir,stir,stir,part,NA,FALSE,NA,NA,NA
stirring,stirring,stir,stir,v,NA,FALSE,NA,NA,NA
stirring,stirring,stir,stir,part,NA,FALSE,NA,NA,NA
stirring,stirring,stirring,NA,NA,NA,FALSE,NA,NA,NA
stitch,stitch,stitch,stitch,n,NA,FALSE,NA,NA,NA
stocking,stocking,stock,stock,part,NA,FALSE,NA,NA,NA
stocking,stocking,stocking,NA,NA,NA,FALSE,NA,NA,NA
stole,stole,steal,steal,v,NA,FALSE,NA,NA,NA
stole,stole,steal,steal,part,NA,FALSE,NA,NA,NA
stole,stole,stole,NA,NA,NA,FALSE,NA,NA,NA
stomp,stomp,stomp,stomp,v,NA,FALSE,NA,NA,NA
stone,stone,stone,stone,n,NA,TRUE,30,outside,nouns
stones,stone,stone,stone,n,NA,TRUE,30,outside,nouns
stonk,stonk,stonk,stonk,on,NA,FALSE,NA,NA,NA
stood,stood,stand,stand,n,NA,TRUE,26,action_words,verbs
stood,stood,stand,stand,v,NA,TRUE,26,action_words,verbs
stood,stood,stand,stand,part,NA,TRUE,26,action_words,verbs
stool,stool,stool,stool,n,NA,FALSE,NA,NA,NA
stoop,stoop,stoop,stoop,n,NA,FALSE,NA,NA,NA
stop,stop,stop,stop,n,NA,TRUE,23,action_words,verbs
stop,stop,stop,stop,v,NA,TRUE,23,action_words,verbs
stop,stop,stop,stop,part,NA,TRUE,23,action_words,verbs
stopped,stopped,stop,stop,n,NA,TRUE,23,action_words,verbs
stopped,stopped,stop,stop,v,NA,TRUE,23,action_words,verbs
stopped,stopped,stop,stop,part,NA,TRUE,23,action_words,verbs
stopped,stopped,stopped,NA,NA,NA,FALSE,NA,NA,NA
stopping,stopping,stop,stop,n,NA,TRUE,23,action_words,verbs
stopping,stopping,stop,stop,v,NA,TRUE,23,action_words,verbs
stopping,stopping,stop,stop,part,NA,TRUE,23,action_words,verbs
stopping,stopping,stopping,NA,NA,NA,FALSE,NA,NA,NA
stops,stops,stop,stop,n,NA,TRUE,23,action_words,verbs
stops,stops,stop,stop,v,NA,TRUE,23,action_words,verbs
stops,stops,stop,stop,part,NA,TRUE,23,action_words,verbs
store,store,store,store,n,NA,TRUE,24,places,other
store,store,store,store,v,NA,TRUE,24,places,other
stored,stored,store,store,n,NA,TRUE,24,places,other
stored,stored,store,store,v,NA,TRUE,24,places,other
stored,stored,stored,NA,NA,NA,FALSE,NA,NA,NA
stores,stores,store,store,n,NA,TRUE,24,places,other
stores,stores,store,store,v,NA,TRUE,24,places,other
stories,story,story,story,n,NA,TRUE,25,toys,nouns
stories,stories,stories,NA,NA,NA,FALSE,NA,NA,NA
storm,storm,storm,storm,n,NA,FALSE,NA,NA,NA
story,story,story,story,n,NA,TRUE,25,toys,nouns
stove,stove,stove,stove,n,NA,TRUE,26,furniture_rooms,nouns
straddles,straddles,straddle,straddle,v,NA,FALSE,NA,NA,NA
straight,straight,straight,straight,n,NA,FALSE,NA,NA,NA
straight,straight,straight,straight,adv,NA,FALSE,NA,NA,NA
straight,straight,straight,straight,adj,NA,FALSE,NA,NA,NA
straighten,straighten,straighten,straighten,v,NA,FALSE,NA,NA,NA
straighten,straighten,straighten,straighten,part,NA,FALSE,NA,NA,NA
straightening,straightening,straighten,straighten,v,NA,FALSE,NA,NA,NA
straightening,straightening,straighten,straighten,part,NA,FALSE,NA,NA,NA
straightening,straightening,straightening,NA,NA,NA,FALSE,NA,NA,NA
strange,strange,strange,strange,adj,NA,FALSE,NA,NA,NA
stranger,stranger,stranger,stranger,n,NA,FALSE,NA,NA,NA
stranger,stranger,strange,strange,adj,NA,FALSE,NA,NA,NA
strangers,strangers,stranger,stranger,n,NA,FALSE,NA,NA,NA
straps,straps,strap,strap,n,NA,FALSE,NA,NA,NA
straw,straw,straw,straw,n,NA,FALSE,NA,NA,NA
strawberries,strawberry,strawberry,strawberry,n,NA,TRUE,24,food_drink,nouns
strawberry,strawberry,strawberry,strawberry,n,NA,TRUE,24,food_drink,nouns
straws,straws,straw,straw,n,NA,FALSE,NA,NA,NA
stray,stray,stray,stray,adj,NA,FALSE,NA,NA,NA
stray,stray,stray,stray,n,NA,FALSE,NA,NA,NA
stream,stream,stream,stream,n,NA,FALSE,NA,NA,NA
street,street,street,street,n,NA,TRUE,25,outside,nouns
streets,street,street,street,n,NA,TRUE,25,outside,nouns
streisand,streisand,streisand,streisand,n,prop,FALSE,NA,NA,NA
stretcher,stretcher,stretcher,NA,NA,NA,FALSE,NA,NA,NA
stretchy,stretchy,stretchy,NA,NA,NA,FALSE,NA,NA,NA
string,string,string,string,n,NA,FALSE,NA,NA,NA
string,string,string,string,v,NA,FALSE,NA,NA,NA
string,string,string,string,part,NA,FALSE,NA,NA,NA
stringing,stringing,string,string,n,NA,FALSE,NA,NA,NA
stringing,stringing,string,string,v,NA,FALSE,NA,NA,NA
stringing,stringing,string,string,part,NA,FALSE,NA,NA,NA
stringing,stringing,stringing,NA,NA,NA,FALSE,NA,NA,NA
strings,strings,string,string,n,NA,FALSE,NA,NA,NA
strings,strings,string,string,v,NA,FALSE,NA,NA,NA
strings,strings,string,string,part,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,stripe,n,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,stripe,v,NA,FALSE,NA,NA,NA
stripe,stripe,stripe,stripe,part,NA,FALSE,NA,NA,NA
striped,striped,striped,NA,NA,NA,FALSE,NA,NA,NA
striped,striped,stripe,stripe,n,NA,FALSE,NA,NA,NA
striped,striped,stripe,stripe,v,NA,FALSE,NA,NA,NA
striped,striped,stripe,stripe,part,NA,FALSE,NA,NA,NA
stripes,stripes,stripe,stripe,n,NA,FALSE,NA,NA,NA
stripes,stripes,stripe,stripe,v,NA,FALSE,NA,NA,NA
stripes,stripes,stripe,stripe,part,NA,FALSE,NA,NA,NA
stripey,stripey,stripey,stripey,adj,NA,FALSE,NA,NA,NA
stroll,stroll,stroll,stroll,n,NA,FALSE,NA,NA,NA
stroll,stroll,stroll,stroll,part,NA,FALSE,NA,NA,NA
stroll,stroll,stroll,stroll,v,NA,FALSE,NA,NA,NA
strolled,strolled,stroll,stroll,n,NA,FALSE,NA,NA,NA
strolled,strolled,stroll,stroll,part,NA,FALSE,NA,NA,NA
strolled,strolled,stroll,stroll,v,NA,FALSE,NA,NA,NA
stroller,stroller,stroller,NA,NA,NA,TRUE,25,vehicles,nouns
strollers,stroller,stroller,NA,NA,NA,TRUE,25,vehicles,nouns
strong,strong,strong,strong,adj,NA,FALSE,NA,NA,NA
struck,struck,strike,strike,v,NA,FALSE,NA,NA,NA
struck,struck,struck,NA,NA,NA,FALSE,NA,NA,NA
stuck,stuck,stick,stick,n,NA,TRUE,24,outside,nouns
stuck,stuck,stick,stick,part,NA,TRUE,24,outside,nouns
stuck,stuck,stick,stick,v,NA,TRUE,24,outside,nouns
stuck,stuck,stuck,NA,NA,NA,TRUE,26,descriptive_words,adjectives
stuff,stuff,stuff,stuff,n,NA,FALSE,NA,NA,NA
stuff,stuff,stuff,stuff,part,NA,FALSE,NA,NA,NA
stuff,stuff,stuff,stuff,v,NA,FALSE,NA,NA,NA
stuffed,stuffed,stuff,stuff,n,NA,FALSE,NA,NA,NA
stuffed,stuffed,stuff,stuff,part,NA,FALSE,NA,NA,NA
stuffed,stuffed,stuff,stuff,v,NA,FALSE,NA,NA,NA
stuffed,stuffed,stuffed,NA,NA,NA,FALSE,NA,NA,NA
stuffy,stuffy,stuffy,stuffy,adj,NA,FALSE,NA,NA,NA
stump,stump,stump,stump,n,NA,FALSE,NA,NA,NA
stung,stung,sting,sting,n,NA,FALSE,NA,NA,NA
stung,stung,sting,sting,part,NA,FALSE,NA,NA,NA
stung,stung,sting,sting,v,NA,FALSE,NA,NA,NA
stunt,stunt,stunt,stunt,v,NA,FALSE,NA,NA,NA
stupid,stupid,stupid,stupid,adj,NA,FALSE,NA,NA,NA
styracosaurus,styracosaurus,styracosaurus,styracosaurus,n,NA,FALSE,NA,NA,NA
submarine,submarine,submarine,submarine,adj,NA,FALSE,NA,NA,NA
subway,subway,subway,sub+way,n,sub,FALSE,NA,NA,NA
such,such,such,such,qn,NA,FALSE,NA,NA,NA
suddenly,suddenly,suddenly,NA,NA,NA,FALSE,NA,NA,NA
sue,sue,sue,sue,n,prop,FALSE,NA,NA,NA
sues,sues,sue,sue,n,prop,FALSE,NA,NA,NA
sugar,sugar,sugar,sugar,n,NA,FALSE,NA,NA,NA
sugar,sugar,sugar,sugar,adj,NA,FALSE,NA,NA,NA
sugary,sugary,sugary,NA,NA,NA,FALSE,NA,NA,NA
suit,suit,suit,suit,n,NA,FALSE,NA,NA,NA
suitcase,suitcase,suitcase,suitcase,n,NA,FALSE,NA,NA,NA
suits,suits,suit,suit,n,NA,FALSE,NA,NA,NA
sully,sully,sully,sully,n,prop,FALSE,NA,NA,NA
sully,sully,sully,sully,v,NA,FALSE,NA,NA,NA
summer,summer,summer,summer,n,NA,FALSE,NA,NA,NA
sun,sun,sun,sun,n,NA,TRUE,23,outside,nouns
sun,sun,sun,sun,adj,NA,TRUE,23,outside,nouns
sun,sun,sun,sun,v,NA,TRUE,23,outside,nouns
sun+lit,sun+lit,sun lit,sun+lit,adj,NA,FALSE,NA,NA,NA
sunday,sunday,sunday,sunday,n,prop,FALSE,NA,NA,NA
sunflower,sunflower,sunflower,sunflower,n,NA,FALSE,NA,NA,NA
sunflowers,sunflowers,sunflower,sunflower,n,NA,FALSE,NA,NA,NA
sung,sung,sing,sing,v,NA,TRUE,24,action_words,verbs
sung,sung,sing,sing,part,NA,TRUE,24,action_words,verbs
sung,sung,sing,sing,n,gerund,TRUE,24,action_words,verbs
sung,sung,sung,NA,NA,NA,FALSE,NA,NA,NA
sunglasses,sunglasses,sunglasses,NA,n,NA,FALSE,NA,NA,NA
sunny,sunny,sunny,NA,NA,NA,FALSE,NA,NA,NA
sun's,sun,sun,sun,n,NA,TRUE,23,outside,nouns
sun's,sun,sun,sun,adj,NA,TRUE,23,outside,nouns
sun's,sun,sun,sun,v,NA,TRUE,23,outside,nouns
sunset,sunset,sunset,sunset,n,NA,FALSE,NA,NA,NA
sunshine,sunshine,sunshine,sunshine,n,NA,FALSE,NA,NA,NA
super,super,super,super,adj,NA,FALSE,NA,NA,NA
super,super,super,super,n,NA,FALSE,NA,NA,NA
superman,superman,superman,superman,n,prop,FALSE,NA,NA,NA
supermarket,supermarket,supermarket,super+market,n,super,FALSE,NA,NA,NA
supper,supper,supper,supper,n,NA,FALSE,NA,NA,NA
suppose,suppose,suppose,suppose,part,NA,FALSE,NA,NA,NA
suppose,suppose,suppose,suppose,v,NA,FALSE,NA,NA,NA
supposed,supposed,supposed,NA,NA,NA,FALSE,NA,NA,NA
supposed,supposed,suppose,suppose,part,NA,FALSE,NA,NA,NA
supposed,supposed,suppose,suppose,v,NA,FALSE,NA,NA,NA
sure,sure,sure,sure,adj,NA,FALSE,NA,NA,NA
sure,sure,sure,sure,adv,NA,FALSE,NA,NA,NA
surfboard,surfboard,surfboard,surfboard,n,NA,FALSE,NA,NA,NA
surfboards,surfboards,surfboard,surfboard,n,NA,FALSE,NA,NA,NA
surfer,surfer,surfer,NA,NA,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,surprise,part,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,surprise,n,NA,FALSE,NA,NA,NA
surprise,surprise,surprise,surprise,adj,NA,FALSE,NA,NA,NA
surprised,surprised,surprised,NA,NA,NA,FALSE,NA,NA,NA
surprised,surprised,surprise,surprise,part,NA,FALSE,NA,NA,NA
surprised,surprised,surprise,surprise,n,NA,FALSE,NA,NA,NA
surprised,surprised,surprise,surprise,adj,NA,FALSE,NA,NA,NA
surprises,surprises,surprise,surprise,part,NA,FALSE,NA,NA,NA
surprises,surprises,surprise,surprise,n,NA,FALSE,NA,NA,NA
surprises,surprises,surprise,surprise,adj,NA,FALSE,NA,NA,NA
susan,susan,susan,susan,n,prop,FALSE,NA,NA,NA
susans,susans,susan,susan,n,prop,FALSE,NA,NA,NA
sushi,sushi,sushi,sushi,n,NA,FALSE,NA,NA,NA
susie,susie,susie,susie,n,prop,FALSE,NA,NA,NA
suzanne,suzanne,suzanne,suzanne,n,prop,FALSE,NA,NA,NA
suzy,suzy,suzy,suzy,n,prop,FALSE,NA,NA,NA
swallow,swallow,swallow,swallow,part,NA,FALSE,NA,NA,NA
swallow,swallow,swallow,swallow,v,NA,FALSE,NA,NA,NA
swallow,swallow,swallow,swallow,n,NA,FALSE,NA,NA,NA
swallowed,swallowed,swallow,swallow,part,NA,FALSE,NA,NA,NA
swallowed,swallowed,swallow,swallow,v,NA,FALSE,NA,NA,NA
swallowed,swallowed,swallow,swallow,n,NA,FALSE,NA,NA,NA
swallowed,swallowed,swallowed,NA,NA,NA,FALSE,NA,NA,NA
swallowing,swallowing,swallow,swallow,part,NA,FALSE,NA,NA,NA
swallowing,swallowing,swallow,swallow,v,NA,FALSE,NA,NA,NA
swallowing,swallowing,swallow,swallow,n,NA,FALSE,NA,NA,NA
swallowing,swallowing,swallowing,NA,NA,NA,FALSE,NA,NA,NA
swam,swam,swim,swim,n,NA,TRUE,24,action_words,verbs
swam,swam,swim,swim,v,NA,TRUE,24,action_words,verbs
swam,swam,swim,swim,part,NA,TRUE,24,action_words,verbs
swam,swam,swam,swam,on,NA,FALSE,NA,NA,NA
swamp,swamp,swamp,swamp,n,NA,FALSE,NA,NA,NA
swamp_thing,swamp_thing,swamp thing,swamp+thing,n,prop,FALSE,NA,NA,NA
swan,swan,swan,swan,n,NA,FALSE,NA,NA,NA
swans,swans,swan,swan,n,NA,FALSE,NA,NA,NA
swatted,swatted,swat,swat,n,NA,FALSE,NA,NA,NA
swatted,swatted,swat,swat,v,NA,FALSE,NA,NA,NA
swatted,swatted,swatted,NA,NA,NA,FALSE,NA,NA,NA
swatter,swatter,swatter,NA,NA,NA,FALSE,NA,NA,NA
sweater,sweater,sweater,sweater,n,NA,TRUE,24,clothing,nouns
sweatshirt,sweatshirt,sweatshirt,sweatshirt,n,NA,FALSE,NA,NA,NA
sweaty,sweaty,sweaty,NA,NA,NA,FALSE,NA,NA,NA
sweep,sweep,sweep,sweep,v,NA,TRUE,26,action_words,verbs
sweep,sweep,sweep,sweep,n,NA,TRUE,26,action_words,verbs
sweep,sweep,sweep,sweep,part,NA,TRUE,26,action_words,verbs
sweeped,sweeped,sweep,sweep,v,NA,TRUE,26,action_words,verbs
sweepie,sweepie,sweep,sweep,v,NA,TRUE,26,action_words,verbs
sweeping,sweeping,sweeping,NA,NA,NA,FALSE,NA,NA,NA
sweeping,sweeping,sweep,sweep,v,NA,TRUE,26,action_words,verbs
sweeping,sweeping,sweep,sweep,n,NA,TRUE,26,action_words,verbs
sweeping,sweeping,sweep,sweep,part,NA,TRUE,26,action_words,verbs
sweet,sweet,sweet,sweet,co,NA,FALSE,NA,NA,NA
sweet,sweet,sweet,sweet,adj,NA,FALSE,NA,NA,NA
sweetie,sweetie,sweetie,sweetie,co,NA,FALSE,NA,NA,NA
swifts,swifts,swift,NA,NA,NA,FALSE,NA,NA,NA
swim,swim,swim,swim,n,NA,TRUE,24,action_words,verbs
swim,swim,swim,swim,v,NA,TRUE,24,action_words,verbs
swim,swim,swim,swim,part,NA,TRUE,24,action_words,verbs
swim+suit,swim+suit,swimsuit,swimsuit,n,NA,FALSE,NA,NA,NA
swimmed,swimmed,swim,swim,v,NA,TRUE,24,action_words,verbs
swimming,swimming,swimming,NA,NA,NA,FALSE,NA,NA,NA
swimming,swimming,swim,swim,n,NA,TRUE,24,action_words,verbs
swimming,swimming,swim,swim,v,NA,TRUE,24,action_words,verbs
swimming,swimming,swim,swim,part,NA,TRUE,24,action_words,verbs
swims,swims,swim,swim,n,NA,TRUE,24,action_words,verbs
swims,swims,swim,swim,v,NA,TRUE,24,action_words,verbs
swims,swims,swim,swim,part,NA,TRUE,24,action_words,verbs
swimsuit,swimsuit,swimsuit,NA,NA,NA,FALSE,NA,NA,NA
swimsuits,swimsuits,swimsuit,NA,NA,NA,FALSE,NA,NA,NA
swing,swing,swing,swing,n,NA,FALSE,NA,NA,NA
swing,swing,swing,swing,part,NA,FALSE,NA,NA,NA
swing,swing,swing,swing,v,NA,FALSE,NA,NA,NA
swing+set,swing+set,swing,swing,n,NA,FALSE,NA,NA,NA
swinging,swinging,swing,swing,n,NA,FALSE,NA,NA,NA
swinging,swinging,swing,swing,part,NA,FALSE,NA,NA,NA
swinging,swinging,swing,swing,v,NA,FALSE,NA,NA,NA
swinging,swinging,swinging,NA,NA,NA,FALSE,NA,NA,NA
swings,swings,swing,swing,n,NA,FALSE,NA,NA,NA
swings,swings,swing,swing,part,NA,FALSE,NA,NA,NA
swings,swings,swing,swing,v,NA,FALSE,NA,NA,NA
swipe,swipe,swipe,swipe,part,NA,FALSE,NA,NA,NA
swipe,swipe,swipe,swipe,n,NA,FALSE,NA,NA,NA
swiper,swiper,swipe,swipe,n,NA,FALSE,NA,NA,NA
swiper's,swiper's,Swiper,NA,NA,NA,FALSE,NA,NA,NA
swiping,swiping,swipe,swipe,part,NA,FALSE,NA,NA,NA
swiping,swiping,swipe,swipe,n,NA,FALSE,NA,NA,NA
swiping,swiping,swiping,NA,NA,NA,FALSE,NA,NA,NA
swirly,swirly,swirly,NA,NA,NA,FALSE,NA,NA,NA
swish,swish,swish,swish,v,NA,FALSE,NA,NA,NA
switch,switch,switch,switch,n,NA,FALSE,NA,NA,NA
switch,switch,switch,switch,v,NA,FALSE,NA,NA,NA
switch,switch,switch,switch,part,NA,FALSE,NA,NA,NA
switched,switched,switch,switch,n,NA,FALSE,NA,NA,NA
switched,switched,switch,switch,v,NA,FALSE,NA,NA,NA
switched,switched,switch,switch,part,NA,FALSE,NA,NA,NA
switched,switched,switched,NA,NA,NA,FALSE,NA,NA,NA
switching,switching,switch,switch,n,NA,FALSE,NA,NA,NA
switching,switching,switch,switch,v,NA,FALSE,NA,NA,NA
switching,switching,switch,switch,part,NA,FALSE,NA,NA,NA
switching,switching,switching,NA,NA,NA,FALSE,NA,NA,NA
swollen,swollen,swollen,swollen,adj,NA,FALSE,NA,NA,NA
swollen,swollen,swell,NA,NA,NA,FALSE,NA,NA,NA
swoop_coupe,swoop_coupe,swoop coupe,swoop+coupe,n,prop,FALSE,NA,NA,NA
sword,sword,sword,sword,n,NA,FALSE,NA,NA,NA
swordfish,swordfish,swordfish,NA,NA,NA,FALSE,NA,NA,NA
sydney,sydney,sydney,sydney,n,prop,FALSE,NA,NA,NA
syringe,syringe,syringe,syringe,n,NA,FALSE,NA,NA,NA
syrup,syrup,syrup,syrup,n,NA,FALSE,NA,NA,NA
system,system,system,system,n,NA,FALSE,NA,NA,NA
t,t,t,t,n,let,FALSE,NA,NA,NA
t_bird,t_bird,t bird,t+bird,n,prop,FALSE,NA,NA,NA
t_bone,t_bone,t bone,t+bone,n,prop,FALSE,NA,NA,NA
t_rex,t_rex,t rex,t+rex,n,prop,FALSE,NA,NA,NA
t+rex,t+rex,t rex,t+rex,n,NA,FALSE,NA,NA,NA
t+rexes,t+rexes,t rex,t+rex,n,NA,FALSE,NA,NA,NA
t+rex's,t+rex's,t rex,NA,NA,NA,FALSE,NA,NA,NA
t+rexy,t+rexy,t rex,t+rex,n,NA,FALSE,NA,NA,NA
ta,ta,ta,NA,NA,NA,FALSE,NA,NA,NA
tab,tab,tab,tab,n,NA,FALSE,NA,NA,NA
table,table,table,table,n,NA,TRUE,23,furniture_rooms,nouns
table,table,table,table,v,NA,TRUE,23,furniture_rooms,nouns
tablecloth,tablecloth,tablecloth,NA,NA,NA,FALSE,NA,NA,NA
tables,table,table,table,n,NA,TRUE,23,furniture_rooms,nouns
tables,table,table,table,v,NA,TRUE,23,furniture_rooms,nouns
table's,table,table,table,n,NA,TRUE,23,furniture_rooms,nouns
table's,table,table,table,v,NA,TRUE,23,furniture_rooms,nouns
tackle,tackle,tackle,tackle,n,NA,FALSE,NA,NA,NA
tad,tad,tad,tad,n,prop,FALSE,NA,NA,NA
tadah,tadah,ta da,ta+da,co,NA,FALSE,NA,NA,NA
taddy,taddy,taddy,taddy,chi,NA,FALSE,NA,NA,NA
tadpole,tadpole,tadpole,tadpole,n,NA,FALSE,NA,NA,NA
tad's,tad's,Tad,NA,NA,NA,FALSE,NA,NA,NA
tag,tag,tag,tag,n,NA,FALSE,NA,NA,NA
tag,tag,tag,tag,part,NA,FALSE,NA,NA,NA
tagged,tagged,tag,tag,n,NA,FALSE,NA,NA,NA
tagged,tagged,tag,tag,part,NA,FALSE,NA,NA,NA
tagged,tagged,tagged,NA,NA,NA,FALSE,NA,NA,NA
tags,tags,tag,tag,n,NA,FALSE,NA,NA,NA
tags,tags,tag,tag,part,NA,FALSE,NA,NA,NA
tahini,tahini,tahini,tahini,n,NA,FALSE,NA,NA,NA
tahoe,tahoe,tahoe,tahoe,n,prop,FALSE,NA,NA,NA
tail,tail,tail,tail,n,NA,FALSE,NA,NA,NA
tailor,tailor,tailor,tailor,n,NA,FALSE,NA,NA,NA
tails,tails,tail,tail,n,NA,FALSE,NA,NA,NA
tail's,tail's,tail,tail,n,NA,FALSE,NA,NA,NA
tain,tain,tain,tain,chi,NA,FALSE,NA,NA,NA
taj,taj,taj,taj,n,prop,FALSE,NA,NA,NA
tajumbidi,tajumbidi,tajumbidi,tajumbidi,chi,NA,FALSE,NA,NA,NA
tajumbuddy,tajumbuddy,tajumbuddy,tajumbuddy,chi,NA,FALSE,NA,NA,NA
take,take,take,take,v,NA,TRUE,27,action_words,verbs
take,take,take,take,part,NA,TRUE,27,action_words,verbs
take,take,take,take,n,gerund,TRUE,27,action_words,verbs
take,take,take ,NA,NA,NA,FALSE,NA,NA,NA
taked,taked,take,take,v,NA,TRUE,27,action_words,verbs
taken,taken,take,take,v,NA,TRUE,27,action_words,verbs
taken,taken,take,take,part,NA,TRUE,27,action_words,verbs
taken,taken,take,take,n,gerund,TRUE,27,action_words,verbs
taken,taken,taken,NA,NA,NA,FALSE,NA,NA,NA
takes,takes,take,take,v,NA,TRUE,27,action_words,verbs
takes,takes,take,take,part,NA,TRUE,27,action_words,verbs
takes,takes,take,take,n,gerund,TRUE,27,action_words,verbs
taking,taking,take,take,v,NA,TRUE,27,action_words,verbs
taking,taking,take,take,part,NA,TRUE,27,action_words,verbs
taking,taking,take,take,n,gerund,TRUE,27,action_words,verbs
taking,taking,taking,NA,NA,NA,FALSE,NA,NA,NA
tale,tale,tale,tale,n,NA,FALSE,NA,NA,NA
tales,tales,tale,tale,n,NA,FALSE,NA,NA,NA
talk,talk,talk,talk,n,NA,TRUE,26,action_words,verbs
talk,talk,talk,talk,part,NA,TRUE,26,action_words,verbs
talk,talk,talk,talk,v,NA,TRUE,26,action_words,verbs
talked,talked,talk,talk,n,NA,TRUE,26,action_words,verbs
talked,talked,talk,talk,part,NA,TRUE,26,action_words,verbs
talked,talked,talk,talk,v,NA,TRUE,26,action_words,verbs
talkie,talkie,talkie,NA,NA,NA,FALSE,NA,NA,NA
talking,talking,talk,talk,n,NA,TRUE,26,action_words,verbs
talking,talking,talk,talk,part,NA,TRUE,26,action_words,verbs
talking,talking,talk,talk,v,NA,TRUE,26,action_words,verbs
talking,talking,talking,NA,NA,NA,FALSE,NA,NA,NA
tall,tall,tall,tall,adj,NA,FALSE,NA,NA,NA
talla,talla,talla,talla,wp,NA,FALSE,NA,NA,NA
